location,totaltweets,retweetcount,hashtags,date,Clean Text,Sentiment
Balochistan ~ Denmark  ,34695,25,"['irakkommission', 'dkpol', 'dkmedier']",2021-08-15 20:41:02,ja  vi kunne jo starte med en ny  … det er på tide at  bliver stillet til ansvar    …   ,1.0
Balochistan ~ Denmark  ,34695,3,"['beproud', 'dkpol']",2021-08-15 20:38:37,præcis hvad man ønskede at opnå ved at nøle  ikke sandt      ,4.0
,4942,33,['dkpol'],2021-08-15 20:37:32,på hospitaler håndterer man nu corona som alle andre sæsonbetonede sygdomme  måske vi sku’ gøre det samme på christiansborg og se at få deaktiveret den epidemilov  så vi kan få bare lidt mere forudsigelighed ind i den politiske beslutningsproces    ,-2.0
,1023,0,"['dkpol', 'dkmedier']",2021-08-15 20:36:56,  uanset hvad nogen siger;   usa blev besejret i afghanistan  hvad der sker i kabul i dag er dette  usa flygtede faktisk  usa solgte sine allierede og forlod landet i skændsel  det   årige projekt forsvandt på få timer  historien gentager sig    ,-5.0
Hedehusene,4129,0,['dkpol'],2021-08-15 20:36:28,hvorfor er vores nuværende regeringen så opsat på at begå fejl  synes at huske at ved covid   start nedlukning at de  ville begå fejl  og nu dette   synes man burde stræbe efter ikke at begå de fejl… ,-3.0
"Aarhus, Danmark",23358,0,['dkpol'],2021-08-15 20:36:20,same  bare    i stedet  tag jer fucking sammen  ,0.0
"Herning, Denmark",118955,0,['dkpol'],2021-08-15 20:36:04,det her er venstrefløjens opfattelse af penge …   ,0.0
"Aarhus, Danmark",17,31,['dkpol'],2021-08-15 20:35:46,hvis ikke alle  der har arbejdet for dk i afghanistan  og som ønsker evakuering hertil får det pga politisk nøl herhjemme  er det på høje tid at vi tager en alvorlig samtale om omkostningerne ved frygten for at tage sig slap ud i udlændingepolitikken  allerede over tid  ,0.0
København,13356,5,"['dkpol', 'dkmedier']",2021-08-15 20:35:15,det er kun britney  der har en god uge  ,3.0
Skovlunde,1379,0,[],2021-08-15 20:35:09,    formidabel episode  jeg tabte en pensel ned i malerspanden af grin  da allan blev forvirret over at en antivirus fundet på google gav problemer ,-4.0
Global,1061,0,['dkpol'],2021-08-15 20:34:30,til alle som bekymrer sig om afghanistans befolkning  læs denne tråd først…  ,-2.0
"Valby, Denmark",2284,10,['dkpol'],2021-08-15 20:34:01,hvad blev der af forsvaret for danske værdier  den danske retsstat  han blev bla dømt på vidneudsagn fra en håndfuld df’ere med kristian thulesen dahl og peter skaarup i spidsen  husk det  så enten lyver din partiledelse eller også lyver messerschmidt    ,6.0
"Frederiksberg, Denmark",44937,0,"['Afghanistan', 'dkpol']",2021-08-15 20:32:27,  er slet ikke i stand til selvransagelse    kæft hvor er det bare hyklerisk og klamt  når man tænker på hvordan han har talt om  indtil nu    ,-5.0
Danmark,14061,0,['dkpol'],2021-08-15 20:31:28,generel god første uge efter skolestart     københavns vestegns politi oplevede mest gode takter i trafikken ved skolerne i den første uge efter sommerferien  hvor mange små trafikanter skulle ud på skoleveje    ,3.0
Copenhagen ,1460,6,['dkpol'],2021-08-15 20:30:46,leila stockmarr  vestlige magthaveres kyniske kamp mod terror lagde kimen til vores utilgivelige svigt i afghanistan  i kommentarserien  serien kræver  ikke abonnement      ,-4.0
Denmark,30461,5,['dkpol'],2021-08-15 20:30:30,tak til  for indsatsen  omstillingen fra kommune til ministerium var ikke helt vellykket  og det er svært at regere i en regering  som ikke prioriterer kultur og kirke  det var tydeligst under corona  hvor en frustreret joy uden forklaring kom bagerst i køen  ,3.0
"Frederiksberg, Danmark",382,0,['dkpol'],2021-08-15 20:30:22,man bør hæve frikortet for unge under    til          desuden bør aktiesparekontoen overhovedet ikke beskattes og indbetalingsbeløbet fordoblet ,0.0
Valby,1458,43,['dkpol'],2021-08-15 20:30:16,efter godt to år i embedet har  endelig fået en god idé  nu bliver det spændende at se hvilken socialdemokrat  der for fremtiden skal stå for fuldstændigt at ignorere kulturområdet  ,8.0
,338,2,"['dkmedier', 'dkpol', 'somedk', 'demokrati']",2021-08-15 20:30:06,i morgen tidlig spørger  hutmedlem abulaban  om det er bedre med taliban end med usa i afghanistan  på duahs facebookside kan man skrive spørgsmål til abulaban  der er allerede stillet et par gode  men hop over og stil flere       ,2.0
,1631,25,"['irakkommission', 'dkpol', 'dkmedier']",2021-08-15 20:29:48,ja  vi kunne jo starte med en ny  … det er på tide at  bliver stillet til ansvar    …   ,1.0
"Aalborg, Danmark",13,0,"['dkpol', 'Afghanistan']",2021-08-15 20:29:46,   års arbejde for at skabe demokrati og ligestilling i afghanistan er nu erstattet af et ondskabens diktatur  som spytter i ansigtet på kvinders rettigheder  demokratiske valg og retten til at leve det liv man vil  i sandhed en trist dag for verden   ,-4.0
København,3847,10,['dkpol'],2021-08-15 20:29:29,hvad blev der af forsvaret for danske værdier  den danske retsstat  han blev bla dømt på vidneudsagn fra en håndfuld df’ere med kristian thulesen dahl og peter skaarup i spidsen  husk det  så enten lyver din partiledelse eller også lyver messerschmidt    ,6.0
Danmark,72723,5,['dkpol'],2021-08-15 20:29:01,tak til  for indsatsen  omstillingen fra kommune til ministerium var ikke helt vellykket  og det er svært at regere i en regering  som ikke prioriterer kultur og kirke  det var tydeligst under corona  hvor en frustreret joy uden forklaring kom bagerst i køen  ,3.0
,2391,43,['dkpol'],2021-08-15 20:28:27,efter godt to år i embedet har  endelig fået en god idé  nu bliver det spændende at se hvilken socialdemokrat  der for fremtiden skal stå for fuldstændigt at ignorere kulturområdet  ,8.0
"Aalborg, Denmark",20914,5,"['dkmedier', 'dkpol']",2021-08-15 20:28:19,tak til tv  for en grundig og dybdegående gennemgang af situationen i afghanistan i   ’eren  det er vildt  så højt niveauet er på en tvstation i lille danmark  simi jan i øvrigt mvp  jeg mangler stadig svar på  hvordan det kan gå så hurtigt  nogen der ka linke   ,2.0
,31743,0,['dkpol'],2021-08-15 20:27:53,  feks  din egen arbejdsplads dækning af hvordan  reagerer på mogensens afgang   ,0.0
"Copenhagen, Denmark",1725,43,['dkpol'],2021-08-15 20:27:41,efter godt to år i embedet har  endelig fået en god idé  nu bliver det spændende at se hvilken socialdemokrat  der for fremtiden skal stå for fuldstændigt at ignorere kulturområdet  ,8.0
,2,5,['dkpol'],2021-08-15 20:27:35,tak til  for indsatsen  omstillingen fra kommune til ministerium var ikke helt vellykket  og det er svært at regere i en regering  som ikke prioriterer kultur og kirke  det var tydeligst under corona  hvor en frustreret joy uden forklaring kom bagerst i køen  ,3.0
Denmark,15798,5,"['Corona', 'Covid_19', 'VACCINE', 'Israel', 'DeltaVariante', 'dkpol']",2021-08-15 20:27:23,tosset at massevaccinere midt i en udnævnt pandemi   virus mutere hurtigere og vaccinen beskytter ikke   bedst er naturlig smitte da det giver livslang beskyttelse og stoppe med massetest       ,2.0
,91311,0,['dkpol'],2021-08-15 20:27:17,danske soldater er frustrerede og oprørte  siger tantholdt efter talibans indtog i kabul  det kan jeg fandme godt forstå  at de er   ,-2.0
Denmark,30461,7,"['pøjpøj', 'dkpol']",2021-08-15 20:25:49,kære  selvom man ikke altid har været enig  så kan man stadig opføre sig ordentlig og sige  god vind fremover og alt det bedste med graviditeten   og herfra skal der også lyde et oprigtigt øjpøj til landets næste kulturminister    ,11.0
,6198,10,['dkpol'],2021-08-15 20:25:18,hvad blev der af forsvaret for danske værdier  den danske retsstat  han blev bla dømt på vidneudsagn fra en håndfuld df’ere med kristian thulesen dahl og peter skaarup i spidsen  husk det  så enten lyver din partiledelse eller også lyver messerschmidt    ,6.0
"Copenhagen, Denmark",40865,117,"['dkpol', 'dkforsvar']",2021-08-15 20:24:17,tidligere ansatte ved den danske ambassade i kabul er på egen hånd flygtet med familier  tør ikke vente og stoler ikke på hjælp fra danmark  fortæller kilde i um  pinligt ud over grænser   ,1.0
"København, Danmark",4879,13,"['dkpol', 'dkmedier']",2021-08-15 20:22:48,   års krig   enorme personlige omkostninger for alt for mange af os   jeg har været i krig  og betalt en høj pris for at få  til at påtage sig et medansvar for de krige de løj os ind i   den ansvarsforflygtigelse vi nu er vidne til må stoppe   ny irakkommision    ,-6.0
Syddanmark,344459,2,"['dkpol', 'ProveMeWrong']",2021-08-15 20:20:15,den dårlige nyhed er  at   igen  vil unddrage sig ethvert ansvar og konsekvenser for deres handlinger   den værre nyhed er  at når danskerne er færdige med at tale om skandale og om at skamme sig på some  går de hen og stemmer på samme populister igen   ,-8.0
Madrid 🇪🇸  Cartago 🇨🇴 ,2124,3,"['Afghanishtan', 'dkpol']",2021-08-15 20:20:04,dohaaftalen gjorde det klart hvordan overdragelsen af magt og kontrol i afghanistan skulle finde sted  nu vil kvinder og børn lide fordi vores ansvar og tro på menneskerettigheder i verden blegner ift nationale interesser      ,4.0
Earth,222148,8,['dkpol'],2021-08-15 20:20:04,alle tågehornene med deres variationer over afghanerne har valgt  må have et spændende syn på danmarks overgivelse til nazisterne under    verdenskrig   og så har de selvfølgelig ikke forstået det mindste om samtykke   ,5.0
LINE@berlingske.dk,48893,5,"['dkpol', 'dkmedier']",2021-08-15 20:19:42,det er kun britney  der har en god uge  ,3.0
,3895,2,"['dkpol', 'ProveMeWrong']",2021-08-15 20:17:56,den dårlige nyhed er  at   igen  vil unddrage sig ethvert ansvar og konsekvenser for deres handlinger   den værre nyhed er  at når danskerne er færdige med at tale om skandale og om at skamme sig på some  går de hen og stemmer på samme populister igen   ,-8.0
,6246,0,"['dkpol', 'DKdeservesbetter', 'Afghanistan', 'Kabul']",2021-08-15 20:17:10,taliban er ikke den eneste vinder af tyve års krig mod usa og deres stikirenddrenge  incl  danmark     usa`s våbenindustri incl  nra er den aller største vinder     som de har været i     af den tid som usa har eksisteret     ,4.0
,1631,8,['dkpol'],2021-08-15 20:16:52,alle tågehornene med deres variationer over afghanerne har valgt  må have et spændende syn på danmarks overgivelse til nazisterne under    verdenskrig   og så har de selvfølgelig ikke forstået det mindste om samtykke   ,5.0
Denmark - Copenhagen North,979221,0,"['Kabul', 'MongoTV', 'DkPol', 'SvPol', 'NoPol', 'KbhPol', 'dkmedier']",2021-08-15 20:16:49,hej    der under   timer flyvetid til de store amerikanske luftbaser i mellemøsten til   intet sket i dag    mongotv_      english vlog  have a good sunday  flightradar     kabul  night        ,0.0
Nordic,53668,3,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 20:15:25,   de her personer sidder i bestyrelsen for tjekdet  det er dem der har ansvaret for denne amatøragtige konstruktion  og mindst én af dem har også deltaget i forarbejdet         ,0.0
Nordic,53668,9,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 20:15:20,   punkt   fortjener speciel fokus  der er i allerhøjeste grad behov for et fakta tjek af de såkaldte fakta tjekkere   hvorfor betaler vi til tjekdet med en bevilling fra folketingets finansudvalg         ,0.0
Nordic,53668,12,"['stopdet', 'dkpol', 'dkmedier', 'sundpol', 'Covid19dk', 'coronadk', 'COVID19']",2021-08-15 20:15:14,   her kan du se  hvem det er  der faktatjekker på tjekdet   nogle nyuddannede journalister med undtagelse af én  en bachelor og en bachelorstuderende   konstruktionen er dybt useriøs         ,-2.0
Denmark - Copenhagen North,979221,0,"['MongoTV', 'FlightRadar', 'Flytrafik', 'Afghanistan', 'Kabul', 'DkPol', 'SvPol', 'NoPol', 'KbhPol', 'dkmedier']",2021-08-15 20:14:55, mongotv_           del      over    indtages        ,0.0
,148737,10,['dkpol'],2021-08-15 20:14:45,hvad blev der af forsvaret for danske værdier  den danske retsstat  han blev bla dømt på vidneudsagn fra en håndfuld df’ere med kristian thulesen dahl og peter skaarup i spidsen  husk det  så enten lyver din partiledelse eller også lyver messerschmidt    ,6.0
"København, Danmark",29294,117,"['dkpol', 'dkforsvar']",2021-08-15 20:13:39,tidligere ansatte ved den danske ambassade i kabul er på egen hånd flygtet med familier  tør ikke vente og stoler ikke på hjælp fra danmark  fortæller kilde i um  pinligt ud over grænser   ,1.0
Denmark - Copenhagen North,979221,0,"['MongoTV', 'FlightRadar', 'Flytrafik', 'Afghanistan', 'Kabul', 'DkPol', 'SvPol', 'NoPol', 'KbhPol', 'dkmedier']",2021-08-15 20:13:35, mongotv_           del      over    indtages        ,0.0
Denmark - Copenhagen North,979221,0,"['MongoTV', 'FlightRadar', 'Flytrafik', 'Afghanistan', 'Kabul', 'DkPol', 'SvPol', 'NoPol', 'KbhPol', 'dkmedier']",2021-08-15 20:12:51, mongotv_           del      over    indtages        ,0.0
Aarhus,410,0,['dkpol'],2021-08-15 20:12:19,jeg kan vitterligt ikke nævne andet end islam og socialisme som kan fungere som rugekassen og altid levere soldater og krigere i én uendelighed  til at undertrykke en befolkning   ret mig gerne  men hold de ting væk fra den frie verden tak    ædkpol,2.0
Denmark - Copenhagen North,979221,0,"['MongoTV', 'FlightRadar', 'Flytrafik', 'Afghanistan', 'Kabul', 'DkPol', 'SvPol', 'NoPol', 'KbhPol', 'dkmedier']",2021-08-15 20:12:04, mongotv_           del      over    indtages        ,0.0
,76218,5,"['dkpol', 'Afganistan']",2021-08-15 20:11:15,runder søndag af med at konstatere  at taliban i dag har afsløret både politikernes og journalisternes naivitet   det er skræmmende  at de ikke vil eller kan indse  at islam ikke vil demokrati   naiviteten er en sikkerhedstrussel mod vesten     ,-2.0
,258,0,['dkpol'],2021-08-15 20:10:56,jeg synes lige fra starten af det har været rimeligt at kritisere  for at nævne am  som yndlingscd  jeg mener  kan i slet ikke huske tracklisten på absolute music      ,-2.0
,5577,3,"['dkpol', 'klimakrise']",2021-08-15 20:10:52,vi må ikke lade det bedste stå i vejen for det gode  lad os få co  skatter idag  de er ihvertfald bedre end de sorte subsidier vi har nu  lyt ind ca      min dagens samtale med          see translation,5.0
,5538,1,"['dkmedier', 'dkpol']",2021-08-15 20:09:29,det her er jo komplet vanvid  men siger alt om     mener helt seriøst at   der brød grundloven  er et oplagt bud   er der nogen voksne til stede     søs marie serup  oplagt lejlighed til et comeback for mogens jensen ,2.0
,269,0,"['pedopride', 'børnenes', 'socialdemokratisk', 'virtuesignaler', 'pædofile', 'hyklere', 'dkpol']",2021-08-15 20:09:12,  godt at se jeppe kofod som repræsentant for   også samtidig den perfekte repræsentant for ørnenes parti     ædofile  ,3.0
Danmark,127421,5,"['dkmedier', 'dkpol']",2021-08-15 20:09:01,tak til tv  for en grundig og dybdegående gennemgang af situationen i afghanistan i   ’eren  det er vildt  så højt niveauet er på en tvstation i lille danmark  simi jan i øvrigt mvp  jeg mangler stadig svar på  hvordan det kan gå så hurtigt  nogen der ka linke   ,2.0
Denmark,2247,3,"['Afghanishtan', 'dkpol']",2021-08-15 20:08:03,dohaaftalen gjorde det klart hvordan overdragelsen af magt og kontrol i afghanistan skulle finde sted  nu vil kvinder og børn lide fordi vores ansvar og tro på menneskerettigheder i verden blegner ift nationale interesser      ,4.0
"Aarhus, Danmark",581,5,"['dkmedier', 'dkpol']",2021-08-15 20:07:32,tak til tv  for en grundig og dybdegående gennemgang af situationen i afghanistan i   ’eren  det er vildt  så højt niveauet er på en tvstation i lille danmark  simi jan i øvrigt mvp  jeg mangler stadig svar på  hvordan det kan gå så hurtigt  nogen der ka linke   ,2.0
