Unnamed: 0,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags,date
66,GamliOnTheGo,"Blot lidt tanker om livet set fra mit synspunkt.
Life's too short to be ruled by fear.",,96,47,1065,0,"Sagde manden lige 95% af alle over 12 år SKAL være vaccineret før end Hr. @SSTbrostrom er tilfreds?

Hvilket argument ligger dog til grund for lige netop det tal?

Lyder mere som er politisk mål, fremfor et sundhedsfagligt logisk mål.

#dkpol #COVID19dk

https://t.co/sMHT6DSyLJ","['dkpol', 'COVID19dk']",2021-08-11 07:07:55
67,TheEinarkist,#Writing #Creating #SCIFI #Fantasy #3D #Comicbooks - https://t.co/yAhnmNbCkR + https://t.co/BwIW4188pp + https://t.co/HBLrBDSLVd = me ;),Earth,2809,2635,43871,0,"Til alle jer præster, hvad skete der? Gik Luther himself ikke op md overmagten? Hvorfor lader i nogle latterlige politikkere på Christiansborg knægte jeres sognebørn på denne usle vis? Hold dog for pokker de konfirmationer. #dkpol #COVID19 https://t.co/g1Iv4SCnUF","['dkpol', 'COVID19']",2021-08-11 07:00:50
68,Livetvarbedre,"Kriminelle udlændinge ud af landet.

Udlændinge skal forsørge sig selv, eller af ægtefælle/samlever evt. en sponsor, så er debat om udenlandske ægtefæller løst.",,160,142,7169,3,"Sådan 👊🏼 #Sandhed forklaret på 6 minutter 

#dkpol #COVID19dk #coronavirus #CORONAUPDATE https://t.co/zrXmm5V9hK","['Sandhed', 'dkpol', 'COVID19dk', 'coronavirus', 'CORONAUPDATE']",2021-08-11 06:04:35
69,DanskeFor,"A Viking is a man. This does not mean that all men are Vikings.
Writes about the things no one want.
Hjælp Danmarks børn først. 
Økologi er ikke biodiversitet.",Danmark,466,175,2688,3,"Sådan 👊🏼 #Sandhed forklaret på 6 minutter 

#dkpol #COVID19dk #coronavirus #CORONAUPDATE https://t.co/zrXmm5V9hK","['Sandhed', 'dkpol', 'COVID19dk', 'coronavirus', 'CORONAUPDATE']",2021-08-11 05:46:15
70,MMontclairre,Frihedsbevægelsens Fællesråd,,79,680,466,3,"Sådan 👊🏼 #Sandhed forklaret på 6 minutter 

#dkpol #COVID19dk #coronavirus #CORONAUPDATE https://t.co/zrXmm5V9hK","['Sandhed', 'dkpol', 'COVID19dk', 'coronavirus', 'CORONAUPDATE']",2021-08-11 05:26:13
71,anne_dalhoff,"Funktionschef, Projektudvikling og Forebyggelse, Det Nære Sundhedsvæsen, Region Sjælland","Næstved, Danmark",140,50,86,2,Dørene åbnes nu på vid gab i langt størstedelen af vores vaccinationscentre i Region Sjælland. I 20 vaccinationscentre - mindst ét i hver kommune - kan borgere blive vaccineret mod covid-19 uden tidsbestilling fra den 9/8. #dkpol #COVID19 #vaccination https://t.co/Vdias9nJPr https://t.co/00MhjCG6qJ,[],2021-08-10 20:16:26
72,CommonSenseASAP,"CivilDisobedience is a sacred duty when the state becomes BS. Ghandi
The future WILL be decentralized. Orwell
Former lawyer. Now investments only.",#eUSSR-vassalstate denmark,4978,9369,48495,3,"Hvad mener du? Bør vi også vaccinere børn under 12 år mod corona? 

https://t.co/PzRKZuFo1s #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-10 16:27:29
73,CitizenWHY1,"UN Sustainable Development is NEW WORLD ORDER!!!!
#STOPNWO #STOPGOVHOAX #STOPPOLITIC #DKPOL #STOPCOVID19HOAX",EDEN,301,222,6455,3,"Hvad mener du? Bør vi også vaccinere børn under 12 år mod corona? 

https://t.co/PzRKZuFo1s #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-10 16:19:32
74,indblik,"På https://t.co/GY8KEFbA8i stiller vi de spørgsmål, som andre glemmer at stille.",Copenhagen,1,817,310,3,"Hvad mener du? Bør vi også vaccinere børn under 12 år mod corona? 

https://t.co/PzRKZuFo1s #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-10 16:18:35
75,jytte_dk,"Curious but still alive. Like cycling, tennis, techs, books, movies, cartoons and all animals. Don't like fanatics. System Engineer.",Denmark,547,267,26395,0,@Morten_Jensen85 @Heunicke @Morten_Jensen85 @Heunicke #dkmedier #dkpol #COVID19 #DeltaVariant Tal for dig selv. Jeg vil gerne have dem.,"['dkmedier', 'dkpol', 'COVID19', 'DeltaVariant']",2021-08-10 14:09:34
76,Morten_Jensen85,Biden's travel bans prevents us from seeing our family and loved ones. Him and Harris were supposed to be the good guys - turns out they're worse than Trump.,"Copenhagen, Denmark",18,167,1041,0,@Heunicke Vi behøver ikke de her opdateringer. De sårbare er vaccineret/tilbudt vaccine for længe siden. Det er de unge ikke sårbare hvor medicinske eksperter siger de slet ikke er bekymrede. Der er ikke pres på hospitaler - tværtimod. Kom nu videre! #dkmedier #dkpol #COVID19 #DeltaVariant,"['dkmedier', 'dkpol', 'COVID19', 'DeltaVariant']",2021-08-10 11:50:46
77,BibsenSkyt,"Børnehavepædagog/Souschef . mennesker, medier, politik og samfundet. På Twitter fra 2009 minus en lille pause, som til tider er tiltrængt :)",Denmark,1438,1196,77444,1,"Danmark ligger i henholdsvis top-10 og top-20 i international sammenhæng, når man ser på, hvor store andele af befolkningen der har fået ét eller to vaccinestik mod covid-19.

#dkpol #COVID19dk 

https://t.co/FCqC0VLoOO",[],2021-08-10 11:15:07
78,berlingske,Håndplukkede nyheder siden 1749. Men stadig utroligt frisk. // Berlingske is one of the leading newspapers in Denmark. Published in Copenhagen since 1749.,Danmark,569,150460,105382,1,"Danmark ligger i henholdsvis top-10 og top-20 i international sammenhæng, når man ser på, hvor store andele af befolkningen der har fået ét eller to vaccinestik mod covid-19.

#dkpol #COVID19dk 

https://t.co/FCqC0VLoOO","['dkpol', 'COVID19dk']",2021-08-10 11:07:56
79,hvadvilman,,Danmark,155,456,31298,4,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver chefredaktør Claes Theilgaard i denne leder.

https://t.co/5Syj3eIhWw #dkpol #covid19dk",[],2021-08-10 07:23:50
80,MikkelNorsgaard,Former airline captain now working in IT with my feet planted firmly on the ground. Critical of a lot of things. Views are my own.,,333,95,1282,2,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver jeg i dagens leder på @indblik 

https://t.co/PYxGHOs2M0 #dkpol #covid19dk",[],2021-08-09 17:10:10
81,kongkyed,Unpleasant truths,Denmark,138,88,3367,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 16:00:57
82,ClaesTheilgaard,Ansvarshavende chefredaktør på @indblik. +45 71 11 94 14 eller claes@indblik.dk.,"København, Hovedstaden",412,1404,1175,2,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver jeg i dagens leder på @indblik 

https://t.co/PYxGHOs2M0 #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-09 15:53:58
83,CitizenWHY1,"UN Sustainable Development is NEW WORLD ORDER!!!!
#STOPNWO #STOPGOVHOAX #STOPPOLITIC #DKPOL #STOPCOVID19HOAX",EDEN,301,222,6455,4,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver chefredaktør Claes Theilgaard i denne leder.

https://t.co/5Syj3eIhWw #dkpol #covid19dk",[],2021-08-09 15:32:28
84,indblik,"På https://t.co/GY8KEFbA8i stiller vi de spørgsmål, som andre glemmer at stille.",Copenhagen,1,817,310,4,"Det bør stå klart, at det ikke først er under coronakrisen, at ufriheden har gjort sit indtog. Den har haft tag i os alt for længe, skriver chefredaktør Claes Theilgaard i denne leder.

https://t.co/5Syj3eIhWw #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-09 14:44:15
85,CitizenWHY1,"UN Sustainable Development is NEW WORLD ORDER!!!!
#STOPNWO #STOPGOVHOAX #STOPPOLITIC #DKPOL #STOPCOVID19HOAX",EDEN,301,222,6455,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 14:14:15
86,carsten1960,"Personlig profil | Officer, diplomat og liberal systemkritiker - tweeter om emner der fanger min interesse. Vi behøver ikke være enige! ⚠️ Ironi kan forekomme","Fredericia, Danmark",806,662,3386,0,"Corona restriktionerne har udviklet sig til et absurd cirkus. Regler skal give mening ellers mister myndighederne enhver troværdighed og autoritet. 

Dette har @regeringDK desværre endnu ikke forstået en klap af! #dkpol #COVID19 #covid19dk https://t.co/pbfzna5eIb","['dkpol', 'COVID19', 'covid19dk']",2021-08-09 11:30:53
87,ClaesTheilgaard,Ansvarshavende chefredaktør på @indblik. +45 71 11 94 14 eller claes@indblik.dk.,"København, Hovedstaden",412,1404,1175,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 10:57:48
88,indblik,"På https://t.co/GY8KEFbA8i stiller vi de spørgsmål, som andre glemmer at stille.",Copenhagen,1,817,310,4,"Klar tale fra @AlexVanopslagh. Har han ret? #dkpol #covid19dk 

https://t.co/GwYv4QDDwY","['dkpol', 'covid19dk']",2021-08-09 10:57:17
89,MirRou64,"Sarkastisk,håbefuld, filosoferende og indimellem realist - Interesse: Politik på flere niveauer, fronter men først og fremmest i nutid.  Hun/Hende She/Her",Syddanmark,1037,1503,343980,2,"Næh dog. Børn bli'r syge og dør af #DeltaVariant'en i Indien. Ingen reaktion. Den samme variant, overtager i Vesten og børn begynder at blive alvorligt syge.. *SurprisedPicachu.jpg* #dkpol #Covid19 https://t.co/r4TmRNH40W",['DeltaVariant'],2021-08-09 08:47:53
90,LazarusLine,"Judaskrop, fingerbølliv. Det private er politisk! Forvent klassekamp her. ✊❤️🏳️‍🌈🌱🚩 #ElskeElse 🐶 Fossiler, hav, himle og træer.🌿🌳🌲 She/her.",,698,1322,45551,2,"Næh dog. Børn bli'r syge og dør af #DeltaVariant'en i Indien. Ingen reaktion. Den samme variant, overtager i Vesten og børn begynder at blive alvorligt syge.. *SurprisedPicachu.jpg* #dkpol #Covid19 https://t.co/r4TmRNH40W",['DeltaVariant'],2021-08-09 08:44:14
91,olhuveli1988,#Bitcoin Jydetrold ⚡️,,447,75,3407,0,"Mette fik chancen for at bide til Bavarian Nordics Covid 19 vaccine bolle. Valgte en hygge tur til Israel, brugte dyrbar tid på Some med makrelmadder, fodbold og OL. Nu er løbet kørt. Risikoen ved investeringen er med dagens resultater reduceret og prisen steget #dkpol #covid19dk","['dkpol', 'covid19dk']",2021-08-09 07:45:20
0,Charlot45249102,"Filisofi , politik og livet i al almindelighed",,258,276,4906,0,"@Asp_Buhl @LoneWieberg @SteffenSrensen5 Er det diskriminerende og ulovligt hvis man afviser at ansætte en medarbejder der ikke vil vaccineres mod covid19?
Er det diskriminerende og ulovligt, hvis jeg i mit hjem, selv bestemmer hvilket klientel jeg lukker ind?",[],2021-08-17 10:34:53
1,lykkefisker,Nysgerrig 🕵️‍♀️,Denmark,1030,671,8301,0,"Han mener ikke, Covid19 er relevant i Afghanistan. Er han så en slags ""Corona-benægter"" 🤔 https://t.co/biIo8HA1Wm",[],2021-08-17 10:19:29
2,lykkefisker,Nysgerrig 🕵️‍♀️,Denmark,1030,671,8301,0,"@KyndbyHentzen @simijan1 Jeg troede, Covid19 var liv eller død.",[],2021-08-17 10:11:24
3,val3nt1a,MaMgabadeli 👑. -Lethu❤️. I’m every woman It’s all in me😉🥂. Icecream addict. tweets are mine.,Somewhere over the rainbow sky,1118,2408,153130,0,@MoanerLeaser Thol’kuthi hey…bekuvele kubheda before covid19 happened 🤣💀😭,[],2021-08-17 10:07:44
4,EkstrandSusie,Direktør i fagforeningen @pharmadanmark. Vores medlemmer ved alt om medicin fra molekyle til krop. Fang mig på 3017 8865 eller se@pharmadanmark.dk,"København, Hovedstaden",579,361,452,2,Vaccinekrav fra arbejdsgiver er ikke i orden! @RikkeLoevig advarer sammen med @HKprivat og @dbiodk Genmab mod at stille krav om vaccine til medarbejdere #covid19dk #dklifescience @MedWatchDK  https://t.co/Hs8xK92xGp,[],2021-08-17 09:16:30
5,VeritasTB2,"#NoMoreWars, lies, imperialism & bad science #FreeAssange
Life is short, so I block idiots and trolls. 
Likes, follows and retweets do not equal endorsement.",Nordic,1601,933,53547,2,"Coronakommission i DK NU!! Det skal være langt bredere end minksagen og involvere epidemilov, sygdomskategori, demokratiet, medicinalindustriens magt, masseudrulning af nødgodkendte vacciner osv. #covid19dk #dkmedier #dkpol https://t.co/5hTRiZO2DH",[],2021-08-17 09:14:52
6,dlseth_,"Boos, reaguurder, IT-er, houdt van breien, korfbal en fistfucken. Ultrarechtse troll & PC master race. 

🇨🇳中国加油!🇨🇳","Mecca, Saudi-Arabia",276,350,28225,0,@lewinskylou2 @Covid19_zwendel @7cGZFfy7xnedbzM @prittstift_1 @thierrybaudet JET FUEL CANT MELT BIJLMER FLATS,[],2021-08-17 09:11:51
7,lykkefisker,Nysgerrig 🕵️‍♀️,Denmark,1030,671,8301,0,@simijan1 Hvad er Covid19-situationen i Afghanistan?,[],2021-08-17 08:52:27
8,katja_adolf,"Molecular Biologist, PhD at @moma_dk at @AUHdk. IT, comm & diagnostics. Mom of 4. Curious. Views my own. 🇩🇰 & 🇩🇪 #COVIDisAirborne #ZeroCovid #safeschools 💉","Aarhus, Denmark",1509,444,2725,1,"PandemiX Center stiller med et team til 
Aarhus COVID-19 Datathon 2021. Vi glæder os til at dykke ned i de mange spændende #covid19 data vi har i DK i samspil med andre. @ AarhusUni_int
https://t.co/DXPQ8HIiQu",[],2021-08-17 08:46:53
9,AmagerHvidovre,"Officiel Twitterprofil for Amager og Hvidovre Hospital, hvor vi bringer nyt om sundhed, forskning og aktiviteter fra hospitalet.",Region Hovedstaden,135,479,203,0,"Biomarkøren suPAR -- udviklet her hos os af blandt andre forskningsleder, professor Ove Andersen-- viste potentiale under COVID-19. ​​Kan hjælpe akutmodtagelsen med at finde de patienter, der har behov for indlæggelse og behandling https://t.co/PtgAfh5u8m #COVID19 #diagnostik https://t.co/05mEgGgGcN","['COVID19', 'diagnostik']",2021-08-17 08:46:14
10,PandemiXCtr,PandemiX conducts pandemic research using mathematical modelling & sequence analysis. Advises Danish authorities on #covid. Led by Lone Simonsen (Corona-Lone).,"Roskilde University, Denmark.",121,112,191,1,"PandemiX Center stiller med et team til 
Aarhus COVID-19 Datathon 2021. Vi glæder os til at dykke ned i de mange spændende #covid19 data vi har i DK i samspil med andre. @ AarhusUni_int
https://t.co/DXPQ8HIiQu",['covid19'],2021-08-17 08:13:19
11,lykkefisker,Nysgerrig 🕵️‍♀️,Denmark,1030,671,8301,0,@weddingbydamkjr @HustedMalene Artiklen handler om behandling af Covid19 og ikke om vacciner.,[],2021-08-17 08:10:58
12,lykkefisker,Nysgerrig 🕵️‍♀️,Denmark,1030,671,8301,0,@IgumRasmussen Hvilken fejl har de så begået i Israel? #dkmedier #covid19dk,"['dkmedier', 'covid19dk']",2021-08-17 08:00:56
13,JuleanDK,"Healer, Truther, Therapist, Early retired Social Educator, BA. Europ. Soc Work, Sai Devotee, P3D/MSFS gamer","Copenhagen, Denmark",177,87,2422,27,"Myocarditis og pericarditis efter vaccination for COVID-19. 5,7 indlæggelser pr. 10.000 vaccinerede. Myocarditis med overvægt af yngre mænd. - Indlæggelser underestimerer det reelle antal.
https://t.co/WtOSRsfP2m
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-17 07:39:03
14,JuleanDK,"Healer, Truther, Therapist, Early retired Social Educator, BA. Europ. Soc Work, Sai Devotee, P3D/MSFS gamer","Copenhagen, Denmark",177,87,2422,21,"Nyttig viden om sygehustestning. Troede faktisk ikke det stod så slemt til. Teststrategien er fuldkommen irrationel som det fremgår af artiklen her.
https://t.co/0RjpXC9L48
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/qlcKoq5zeD https://t.co/ItGMRgipRH",[],2021-08-17 07:38:44
15,JuleanDK,"Healer, Truther, Therapist, Early retired Social Educator, BA. Europ. Soc Work, Sai Devotee, P3D/MSFS gamer","Copenhagen, Denmark",177,87,2422,46,"Det her er vist den første videnskabelige artikel, der viser, hvad der længe har været opfattelsen, at vaccinerede med breakthrough-infektion udskiller lige så mange vira som uvaccinerede med infektion.
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/u8sZDtNdM3",[],2021-08-17 07:34:06
16,Boedens1,"Spiller på de meste, både i livet og i andre dimensioner...YOLO or whatever",,120,16,732,0,"@ArffPia @CopenhagenDroid @Sappy113 @ScaveniusTor https://t.co/MkYwn6KxQo
Ja det går skidt i Israel nu. Nye studier fra Israel viser dog, at vaccinerede har 8 gange mindre risiko for at få et svært covid19 forløb ved smitte. Er du vaccineret Pia? Jeg er selv.",[],2021-08-17 07:30:44
17,RikkeLoevig,Formand for fagforeningen @pharmadanmark - for akademikere i #dklifescience. Tweeter om #sundpol #forskpol T: 31240265,"København, Hovedstaden",770,946,2380,2,Vaccinekrav fra arbejdsgiver er ikke i orden! @RikkeLoevig advarer sammen med @HKprivat og @dbiodk Genmab mod at stille krav om vaccine til medarbejdere #covid19dk #dklifescience @MedWatchDK  https://t.co/Hs8xK92xGp,[],2021-08-17 07:26:31
18,Stardus33495547,,,815,204,3709,27,"Myocarditis og pericarditis efter vaccination for COVID-19. 5,7 indlæggelser pr. 10.000 vaccinerede. Myocarditis med overvægt af yngre mænd. - Indlæggelser underestimerer det reelle antal.
https://t.co/WtOSRsfP2m
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19",[],2021-08-17 07:09:35
19,pharmadanmark,En fagforening for akademikere som arbejder med lægemidler og medicinsk udstyr. Fokus på #forskpol #dklifescience #sundpol og #uddpol - Formand @rikkeloevig,"København, Hovedstaden",962,1424,3245,2,Vaccinekrav fra arbejdsgiver er ikke i orden! @RikkeLoevig advarer sammen med @HKprivat og @dbiodk Genmab mod at stille krav om vaccine til medarbejdere #covid19dk #dklifescience @MedWatchDK  https://t.co/Hs8xK92xGp,"['covid19dk', 'dklifescience']",2021-08-17 06:58:33
20,LarsDenmar,"""Science is the belief in the ignorance of experts."" Richard Feynman. Sociologist into Bourdieu, MMT & Anti-War Anti-Propaganda. #StayCuriousOrDieWhileYouLive",Danmark,1758,1211,16035,21,"Nyttig viden om sygehustestning. Troede faktisk ikke det stod så slemt til. Teststrategien er fuldkommen irrationel som det fremgår af artiklen her.
https://t.co/0RjpXC9L48
#stopdet #dkpol #dkmedier #sundpol #Covid19dk #coronadk #COVID19 https://t.co/qlcKoq5zeD https://t.co/ItGMRgipRH",[],2021-08-17 06:58:30
21,JBoejer,,,159,22,274,5,"Vi møder de unge dér, hvor de er. I denne uge åbner Region Sjælland pop-up vaccinationscentre på uddannelsesinstitutioner yderligere 13 forskellige steder. Her taler en af vores medarbejdere med en elev på Slotshaven Gymnasium i Holbæk i sidste uge. #Covid19dk #Sundpol https://t.co/cMNVBwWsYX",[],2021-08-17 06:41:35
22,FoaHenriksen,Formand Pædagogisk Sektor FOA,"København, Danmark",92,123,283,3,"'Vi stod i front under epidemien, men nu bliver vi smidt væk.""

Ruth Rasmussen er den seneste i rækken af fortællinger om frontpersonale, der oplever at blive ramt økonomisk pga. #covid19 senfølger
#dkpol #sundpol #arbejde

https://t.co/HhLtgIsqCZ",[],2021-08-17 06:36:35
